Datetima;Curah Hujan;RMM1;RMM2;Phase;Amplitude
21/01/2021;1,71;-0,002589277;1,026934;7;1,0269372
22/01/2021;19,86;0,24339114;1,4369808;6;1,4574475
23/01/2021;5,56;0,4134188;1,6868445;6;1,7367669
24/01/2021;23,01;0,34826836;1,822418;6;1,8553971
25/01/2021;11,84;-0,003585557;1,8306326;7;1,8306361
26/01/2021;3,58;-0,002862804;1,6636895;7;1,663692
27/01/2021;7,58;0,32484782;1,7717429;6;1,8012772
28/01/2021;10,77;0,53395277;2,1244197;6;2,1904941
29/01/2021;27,22;1,0123054;2,1792257;6;2,4028704
30/01/2021;12,73;1,1688261;2,0161684;6;2,3304698
31/01/2021;2,52;1,0017973;1,8813152;6;2,1314185
01/02/2021;20,9;0,55415726;1,8966972;6;1,9759935
02/02/2021;16,76;0,52685571;2,2092166;6;2,2711704
03/02/2021;44,27;0,39343643;1,8430072;6;1,8845339
04/02/2021;32,47;0,17893212;1,8701682;6;1,8787086
05/02/2021;37,91;0,078204721;1,9980794;6;1,9996092
06/02/2021;4,1;0,092622295;2,0586796;6;2,0607622
07/02/2021;6,18;-0,042581864;2,0316217;7;2,032068
08/02/2021;2,02;-0,46682712;1,9999629;7;2,0537233
09/02/2021;2,27;-0,64668566;2,0356386;7;2,1358902
10/02/2021;2,99;-0,4229925;1,9321569;7;1,9779164
11/02/2021;5,72;-0,068165496;2,0127201;7;2,0138741
12/02/2021;2,14;-0,074332751;2,5127194;7;2,5138187
13/02/2021;0,47;-0,11871037;2,6065497;7;2,6092515
14/02/2021;2,04;-0,43074155;2,7041619;7;2,7382531
15/02/2021;0,47;-0,52380729;2,4692416;7;2,5241885
16/02/2021;0,39;-0,41534764;2,2258475;7;2,2642682
17/02/2021;5,26;-0,36891687;1,7293428;7;1,7682551
18/02/2021;2,75;-0,39467502;1,238362;7;1,2997341
19/02/2021;34,07;-0,48081955;1,0113158;7;1,1197978
20/02/2021;22,97;-0,65562421;0,81750286;7;1,0479285
21/02/2021;12,77;-0,30271047;0,85168767;7;0,90388358
22/02/2021;18,35;0,30899554;0,62732232;6;0,69929361
23/02/2021;21,58;0,69191152;0,54211682;5;0,878995
24/02/2021;37,72;0,87321538;0,67165309;5;1,1016456
25/02/2021;0,89;0,90045691;0,7011174;5;1,1412222
26/02/2021;12,65;1,0233736;0,48035049;5;1,1305
27/02/2021;8,28;0,82369506;0,58644134;5;1,0111315
28/02/2021;4,91;0,4636614;0,73728132;6;0,87095678
01/03/2021;1,48;0,36776155;0,89089882;6;0,9638201
02/03/2021;2,81;0,071411401;0,93490124;6;0,93762463
03/03/2021;0,64;-0,14741902;0,57217962;7;0,59086537
04/03/2021;8,67;-0,44509739;0,57091606;7;0,72391766
05/03/2021;4,35;-0,51702034;0,32593623;8;0,61118281
06/03/2021;0,89;-0,37644055;0,40155908;7;0,55041546
07/03/2021;6,96;-0,4471873;0,325248;8;0,55295819
08/03/2021;17,39;-0,7798177;0,16663957;8;0,7974236
09/03/2021;19,48;-0,86673808;-0,052526433;1;0,86832821
10/03/2021;20,56;-0,89397031;-0,27860722;1;0,9363786
11/03/2021;6,04;-1,0797654;-0,15653409;1;1,0910529
12/03/2021;1,67;-1,2649308;-0,02784664;1;1,2652373
13/03/2021;12,18;-1,3961581;0,23098719;8;1,4151369
14/03/2021;1,46;-1,2830857;0,060936064;8;1,2845318
15/03/2021;8,06;-1,3061477;0,023764821;8;1,3063639
16/03/2021;2,15;-1,3240747;-0,12562624;1;1,330021
17/03/2021;2,87;-1,4608022;-0,38887495;1;1,5116768
18/03/2021;0,73;-1,3470374;-0,53931779;1;1,4509906
19/03/2021;7,41;-1,0511838;-0,69354463;1;1,2593615
20/03/2021;3,5;-0,67911136;-0,77402455;2;1,0297117
21/03/2021;2,43;-0,39941412;-0,90280819;2;0,9872154
22/03/2021;2,09;-0,4831287;-1,1177586;2;1,2177018
23/03/2021;0,73;-0,46169889;-1,3729074;2;1,4484614
24/03/2021;0,32;-0,13360758;-1,3836128;2;1,3900486
25/03/2021;0,89;0,12915462;-1,0697986;3;1,0775667
26/03/2021;17,96;0,39137208;-1,0642178;3;1,1339011
27/03/2021;0,75;1,1089916;-1,0589746;4;1,5333916
28/03/2021;8,91;1,5159373;-1,0324203;4;1,8341094
29/03/2021;2,29;1,3082021;-0,80192113;4;1,5344284
30/03/2021;3,98;1,4460112;-0,52215421;4;1,5373982
31/03/2021;14,56;1,4240458;-0,18395457;4;1,435878
01/04/2021;42;1,4796748;0,087660141;5;1,4822692
02/04/2021;6,59;1,5395757;0,47163132;5;1,6101955
03/04/2021;1,84;1,4576132;0,69026822;5;1,6127946
04/04/2021;1,48;1,2717233;0,84139377;5;1,5248684
05/04/2021;0,5;0,98096418;1,1088909;6;1,4805168
06/04/2021;8,62;0,57071066;1,481913;6;1,5880103
07/04/2021;4,68;0,47136292;1,9643468;6;2,0201092
08/04/2021;7,95;0,70093423;2,0754926;6;2,1906571
09/04/2021;0,11;0,50932705;2,0213079;6;2,0844903
10/04/2021;10,8;0,29235893;1,9783807;6;1,9998659
11/04/2021;1,31;-0,055241995;2,1401615;7;2,1408744
12/04/2021;0,03;-0,21702276;2,0311565;7;2,0427179
13/04/2021;0,01;-0,48428771;1,8841702;7;1,945413
14/04/2021;2,93;-0,74873424;1,6419743;7;1,8046281
15/04/2021;0,01;-0,72702587;1,4782318;7;1,6473421
16/04/2021;4,87;-0,7857067;1,4392321;7;1,639733
17/04/2021;0,31;-0,94451028;1,5605385;7;1,8241107
18/04/2021;0,1;-0,79915988;1,865178;7;2,0291736
19/04/2021;0;-0,70041269;2,1090364;7;2,2222991
20/04/2021;0,01;-0,75303048;2,0911274;7;2,2225814
21/04/2021;0,01;-0,96946895;1,9306806;7;2,1604161
22/04/2021;0,01;-0,78160781;1,6935608;7;1,8652236
23/04/2021;0,04;-0,77109265;1,7514776;7;1,9137026
24/04/2021;0,04;-1,1719898;1,8811368;7;2,2163565
25/04/2021;0,32;-1,7902452;1,9431303;7;2,6421077
26/04/2021;0,04;-2,3046932;1,631174;8;2,8235331
27/04/2021;0,04;-2,8900943;1,1608276;8;3,1145089
28/04/2021;0,02;-3,0523708;0,86805004;8;3,1734016
29/04/2021;0,01;-3,2734096;0,61235106;8;3,330193
30/04/2021;0,12;-3,5815957;0,13574904;8;3,5841672
01/05/2021;11,99;-3,6921949;-0,26522425;1;3,7017088
02/05/2021;0,21;-3,592787;-0,79688972;1;3,6801021
03/05/2021;0,09;-3,2647531;-1,3291947;1;3,5249641
04/05/2021;0,05;-2,6138721;-1,6807364;1;3,1076038
05/05/2021;0,22;-1,9969281;-2,0035622;2;2,8287778
06/05/2021;0,4;-1,3156887;-2,0100417;2;2,4023538
07/05/2021;0,15;-0,58776802;-1,9402136;2;2,0272889
08/05/2021;0,41;0,030883139;-1,5036;3;1,5039171
09/05/2021;0,38;0,55153519;-1,0233722;3;1,1625324
10/05/2021;0,27;0,64543617;-0,91740334;3;1,1217026
11/05/2021;0,13;0,24388334;-0,84215569;3;0,8767584
12/05/2021;0,26;-0,26203158;-0,81120449;2;0,85247481
13/05/2021;0,24;-0,67055345;-0,69616604;2;0,96658629
14/05/2021;0,19;-0,67410505;-0,76928091;2;1,0228444
15/05/2021;2,24;-0,68314815;-1,0759438;2;1,2744986
16/05/2021;0,18;-0,45382401;-1,5647281;2;1,6292117
17/05/2021;0,43;-0,049839757;-1,6555082;2;1,6562582
18/05/2021;0,51;0,61909503;-1,467724;3;1,5929508
19/05/2021;1,84;1,3228202;-1,2151115;4;1,7962042
20/05/2021;0,47;1,6271321;-0,67227864;4;1,7605447
21/05/2021;0,08;1,4875728;-0,2767719;4;1,5131012
22/05/2021;0,06;1,5542789;0,068504334;5;1,5557877
23/05/2021;0,1;1,4884002;0,4281114;5;1,5487461
24/05/2021;0,15;1,315814;0,73139566;5;1,5054256
25/05/2021;0,1;0,67414176;0,73284149;6;0,99575287
26/05/2021;0,05;0,1405191;0,39819661;6;0,42226315
27/05/2021;0,15;-0,32353801;0,12166418;8;0,34565738
28/05/2021;0,43;-0,45848432;0,26983631;8;0,53199577
29/05/2021;0,1;-0,1273379;0,76207405;7;0,77263951
30/05/2021;0,08;-0,11564811;1,2455863;7;1,2509435
31/05/2021;0,03;-0,36093256;1,1988822;7;1,2520347
01/06/2021;0,05;-0,59657764;1,1859546;7;1,3275516
02/06/2021;0,12;-0,89956117;1,0230051;7;1,3622591
03/06/2021;0,09;-1,0007282;0,94047219;8;1,3732971
04/06/2021;0,06;-0,65772432;0,99024761;7;1,1887773
05/06/2021;0,07;-0,64584565;0,98239589;7;1,1756778
06/06/2021;0,57;-0,57748616;0,9799425;7;1,1374434
07/06/2021;8,72;-0,62272024;0,89409602;7;1,0895816
08/06/2021;0,17;-0,68244845;0,70421112;7;0,98063713
09/06/2021;0,12;-0,61613995;0,41777214;8;0,74442059
10/06/2021;0,02;-0,31659412;-0,057587266;1;0,32178897
11/06/2021;0,04;-0,42598012;-0,37682974;1;0,56873524
12/06/2021;0,05;-0,86662632;-0,6731751;1;1,0973631
13/06/2021;0,52;-1,0753262;-0,92132866;1;1,4160413
14/06/2021;0,72;-0,87505621;-1,0649295;2;1,3783317
15/06/2021;0,83;-0,68281794;-1,2182705;2;1,3965756
16/06/2021;10,77;-0,67738938;-1,3602786;2;1,5196099
17/06/2021;0,07;-0,68854046;-1,0504737;2;1,2560186
18/06/2021;0,14;-0,59827411;-0,93939131;2;1,1137271
19/06/2021;0,45;-0,6728434;-0,59461993;1;0,89793712
20/06/2021;0,23;-0,71885997;-0,42460057;1;0,83489239
21/06/2021;2,1;-1,012563;-0,27908653;1;1,0503205
22/06/2021;0,59;-1,2916857;-0,36894017;1;1,3433424
23/06/2021;3,28;-1,6660991;-0,35582805;1;1,7036724
24/06/2021;5,07;-1,3898932;-0,45225668;1;1,4616221
25/06/2021;17,11;-1,3259732;-0,66851228;1;1,4849625
26/06/2021;0,24;-1,3958619;-0,91723442;1;1,6702542
27/06/2021;0,66;-1,4454465;-1,0899304;1;1,8103216
28/06/2021;8,25;-1,6110008;-0,79047143;1;1,7944828
29/06/2021;0,03;-1,448694;-0,84457743;1;1,6769094
30/06/2021;0,11;-1,0322931;-1,0245981;1;1,4544519
01/07/2021;0,25;-0,59712291;-1,1324931;2;1,280272
02/07/2021;0,28;-0,23195122;-1,2333817;2;1,2550027
03/07/2021;0,36;-0,17587438;-1,4335306;2;1,444279
04/07/2021;0,14;-0,10942821;-1,4687603;2;1,472831
05/07/2021;0,12;0,18583959;-1,1259782;3;1,1412114
06/07/2021;0,08;0,1919691;-1,0163798;3;1,0343502
07/07/2021;0,9;0,022237971;-0,90570682;3;0,90597981
08/07/2021;0,74;-0,078858905;-0,95697427;2;0,96021795
09/07/2021;1,05;-0,082794771;-1,2872478;2;1,2899077
10/07/2021;0,15;-0,1509797;-1,3242365;2;1,3328155
11/07/2021;0,03;-0,2124401;-1,3335036;2;1,3503195
12/07/2021;0,1;-0,13516219;-0,99675965;2;1,005882
13/07/2021;0,02;0,27840787;-0,78089184;3;0,82903737
14/07/2021;0,01;0,55365175;-0,67027283;3;0,86936527
15/07/2021;0,49;0,70500147;-0,52692127;4;0,88015515
16/07/2021;0,43;0,85312426;-0,33357421;4;0,91602004
17/07/2021;1,2;1,2790097;-0,063038088;4;1,2805623
18/07/2021;0,34;1,6746868;0,24134317;5;1,6919878
19/07/2021;0,51;1,6298007;0,40649402;5;1,6797285
20/07/2021;0,19;1,5432607;1,0082692;5;1,8434371
21/07/2021;0,23;1,2313925;1,286779;6;1,7810467
22/07/2021;0,13;1,1215266;1,1452091;6;1,6029116
23/07/2021;0,04;0,81409001;1,1768168;6;1,4309578
24/07/2021;0,1;0,5987094;1,094255;6;1,2473359
25/07/2021;0,02;0,65937352;1,1024847;6;1,284619
26/07/2021;0,01;0,70758402;1,1431121;6;1,3443885
27/07/2021;0,05;0,80595678;1,2517051;6;1,488735
28/07/2021;0,07;0,57279289;1,2126253;6;1,3411009
29/07/2021;0,4;-0,010307028;0,9498589;7;0,94991481
30/07/2021;0,08;-0,64021176;0,77100533;7;1,0021578
31/07/2021;0,19;-1,1383455;0,85812265;8;1,4255543
01/08/2021;1,69;-1,2334743;0,75544339;8;1,4464278
02/08/2021;1,94;-1,2091547;0,68056661;8;1,3875252
03/08/2021;0,56;-1,0428913;0,45634162;8;1,1383628
04/08/2021;0,19;-0,85475087;0,34690854;8;0,92246658
05/08/2021;0,07;-0,58486456;0,39007422;8;0,70301098
06/08/2021;0,04;-0,71148008;0,025461705;8;0,71193552
07/08/2021;0,38;-0,76174808;-0,28876036;1;0,81464267
08/08/2021;0,05;-0,85506588;-0,62785554;1;1,0608206
09/08/2021;0,06;-1,0019495;-0,90656239;1;1,3512062
10/08/2021;0,16;-1,1250294;-1,4299055;2;1,8194288
11/08/2021;0,63;-1,4698712;-1,6980428;2;2,2458563
12/08/2021;0,39;-1,6570152;-1,5702447;1;2,2828419
13/08/2021;0,21;-1,6547562;-1,4498653;1;2,2000744
14/08/2021;0,19;-1,4163793;-1,5621932;2;2,108691
15/08/2021;0,07;-1,4744081;-1,8906497;2;2,3975894
16/08/2021;0,48;-1,3932822;-2,0899265;2;2,5117779
17/08/2021;0,43;-1,1576631;-1,8478465;2;2,1805322
18/08/2021;0,22;-0,7417146;-1,5863909;2;1,7512214
19/08/2021;0,07;-0,42749542;-1,4147544;2;1,4779317
20/08/2021;0,1;-0,41219705;-1,158473;2;1,2296203
21/08/2021;0,08;-0,28482118;-0,7080121;2;0,76315415
22/08/2021;0,06;-0,18542545;-0,40965787;2;0,44966894
23/08/2021;0,02;-0,072912373;-0,335195;2;0,3430334
24/08/2021;0,08;-0,087331355;-0,27403733;2;0,28761646
25/08/2021;0,06;-0,40395883;-0,46053383;2;0,61259621
26/08/2021;0,1;-0,68226057;-0,91011846;2;1,1374512
27/08/2021;0,9;-0,56190312;-1,0462285;2;1,1875728
28/08/2021;0,62;-0,38986793;-1,1341122;2;1,1992528
29/08/2021;1,96;-0,35738558;-1,1350619;2;1,1899958
30/08/2021;0,01;-0,43635646;-1,2761288;2;1,3486702
31/08/2021;0,08;-0,27285483;-1,0215513;2;1,0573632
01/09/2021;0,07;-0,058584027;-0,75613993;2;0,75840604
02/09/2021;0,52;-0,02746623;-0,6518932;2;0,65247154
03/09/2021;0,47;0,11238205;-0,51476127;3;0,52688599
04/09/2021;0,27;0,15006708;-0,52591425;3;0,54690576
05/09/2021;0,06;0,48131588;-0,6161468;3;0,78185797
06/09/2021;0,3;0,76404566;-0,64413238;4;0,99933589
07/09/2021;0,43;0,88974643;-0,76779354;4;1,1752257
08/09/2021;0,3;0,72647303;-0,89061016;3;1,1493257
09/09/2021;0,15;0,29203019;-1,1079073;3;1,1457487
10/09/2021;1,7;0,30076155;-1,1148356;3;1,154693
11/09/2021;3,32;0,44994238;-1,2133801;3;1,2941172
12/09/2021;7,24;0,78235465;-1,2533436;3;1,4774806
13/09/2021;8,82;1,0316768;-1,4318129;3;1,7647791
14/09/2021;10,45;1,0896623;-1,5400267;3;1,8865435
15/09/2021;0,19;1,0591931;-1,3597127;3;1,7235744
16/09/2021;0,14;1,0655451;-1,3045404;3;1,6844026
17/09/2021;0,37;0,88841784;-1,3449485;3;1,6118848
18/09/2021;0,12;0,74615264;-1,1041539;3;1,3326288
19/09/2021;0,15;0,80708474;-0,90662283;3;1,2138166
20/09/2021;0,43;1,1110423;-0,83360326;4;1,3889958
21/09/2021;8,42;1,0411557;-0,9755258;4;1,4267641
22/09/2021;0,86;0,84260309;-0,82263887;4;1,1775885
23/09/2021;0,24;0,74334836;-0,29433998;4;0,7995016
24/09/2021;25,73;0,56731826;-0,02608249;4;0,56791753
25/09/2021;0,54;0,66859555;0,11400229;5;0,67824519
26/09/2021;0,05;0,90563744;-0,25961661;4;0,94211459
27/09/2021;0,22;1,1104155;-0,37966183;4;1,173527
28/09/2021;0,27;1,2137491;-0,3898145;4;1,2748107
29/09/2021;0,17;1,1663867;-0,43142682;4;1,2436186
30/09/2021;0,12;1,4276319;-0,3146953;4;1,4619049
01/10/2021;0,14;1,5597147;-0,1232685;4;1,5645783
02/10/2021;0,15;1,569173;0,12007587;5;1,5737605
03/10/2021;0,46;1,58462;0,37277633;5;1,6278768
04/10/2021;18,34;1,6705525;0,41022703;5;1,7201837
05/10/2021;0,57;1,7229078;0,54377007;5;1,8066813
06/10/2021;0,26;1,8895097;0,65510744;5;1,9998531
07/10/2021;0,16;1,9504874;0,7427634;5;2,0871267
08/10/2021;0,19;1,698374;0,78180033;5;1,8696754
09/10/2021;0,13;1,4065833;0,59119534;5;1,5257747
10/10/2021;0,02;1,476734;0,87083948;5;1,7143817
11/10/2021;0,03;1,5992557;1,3123108;5;2,0687625
12/10/2021;0;1,2360346;1,3487015;6;1,82942
13/10/2021;0;0,9635067;1,2186408;6;1,553522
14/10/2021;0,86;0,82887322;0,94667047;6;1,2582591
15/10/2021;0,61;0,40765974;0,73379397;6;0,83942842
16/10/2021;1,15;0,33016467;0,37575361;6;0,50019944
17/10/2021;29,2;0,23476495;0,071547739;5;0,24542546
18/10/2021;0,72;-0,13461117;-0,36040926;2;0,38472718
19/10/2021;0,86;-0,32580832;-0,33959252;2;0,47061038
20/10/2021;0,17;-0,50816739;-0,39171585;1;0,64161932
21/10/2021;2,47;-0,41097191;-0,41009471;1;0,58058214
22/10/2021;0,07;-0,35101804;-0,67422175;2;0,76012409
23/10/2021;0,16;-0,42613974;-0,82764018;2;0,93090457
24/10/2021;0,27;-0,34121004;-0,80875134;2;0,877783
25/10/2021;1,15;-0,52890813;-0,67414397;2;0,85686284
26/10/2021;10,78;-0,71681631;-0,61154318;1;0,94223702
27/10/2021;12,56;-0,84782773;-0,49114794;1;0,97981536
28/10/2021;3,39;-0,87769061;-0,45768872;1;0,98985845
29/10/2021;3,73;-1,0751266;-0,40804434;1;1,1499554
30/10/2021;4,83;-0,857472;-0,34506452;1;0,92429852
31/10/2021;16,76;-0,65143788;-0,45998919;1;0,79747188
01/11/2021;0,98;-0,48002815;-0,43264407;1;0,64622587
02/11/2021;6,38;-0,22786787;-0,55784929;2;0,60259408
03/11/2021;1,02;0,057790879;-0,78415734;3;0,78628397
04/11/2021;15,8;0,62242377;-0,78570539;3;1,0023693
05/11/2021;20,41;0,67457712;-0,91220534;3;1,1345364
06/11/2021;7,31;0,84614438;-0,8053273;4;1,1681235
07/11/2021;4,3;0,7427817;-0,79645103;3;1,0890634
08/11/2021;7,14;0,45469084;-0,89315277;3;1,0022303
09/11/2021;8,98;0,48106974;-0,78507048;3;0,92074084
10/11/2021;4,57;0,85020399;-0,65090716;4;1,07076
11/11/2021;27,49;1,0073292;-0,38374442;4;1,0779481
12/11/2021;5,96;1,0568212;-0,096988291;4;1,0612624
13/11/2021;5,15;1,1170944;-0,017190252;4;1,1172266
14/11/2021;7,04;1,2754244;0,13827147;5;1,2828976
15/11/2021;9,98;1,2911257;-0,14068295;4;1,2987676
16/11/2021;0,89;1,2477416;-0,36636239;4;1,3004155
17/11/2021;0,94;0,99934;-0,44473854;4;1,0938339
18/11/2021;1,94;1,0025527;-0,44878483;4;1,0984169
19/11/2021;54,63;1,1028731;-0,45198515;4;1,1918975
20/11/2021;33,21;1,1716846;-0,42988139;4;1,2480556
21/11/2021;2,08;0,86080378;-0,38419357;4;0,94264936
22/11/2021;13,25;0,58131754;-0,33690882;4;0,67189109
23/11/2021;6,46;0,67432761;-0,67110187;4;0,95136505
24/11/2021;5,13;0,86249626;-0,97684252;3;1,3031198
25/11/2021;8,01;0,93619943;-0,65441024;4;1,1422443
26/11/2021;21,72;1,0992218;-0,48525453;4;1,2015659
27/11/2021;9,88;1,0174432;-0,25446689;4;1,0487821
28/11/2021;10,01;0,98713815;0,096449085;5;0,99183875
29/11/2021;1,41;0,98072517;0,46900788;5;1,0871018
30/11/2021;16,73;1,1451824;0,79129899;5;1,3919758
01/12/2021;34,18;1,2866335;1,068836;5;1,6726733
02/12/2021;6,11;1,3754756;1,3883747;6;1,9543586
03/12/2021;5,51;1,2856981;1,7049701;6;2,1354022
04/12/2021;6,04;1,3208226;1,6427637;6;2,1079006
05/12/2021;26,88;1,1783029;1,5096439;6;1,9150516
06/12/2021;25,6;1,235429;1,5155023;6;1,9552575
07/12/2021;3,26;0,97838062;1,7037543;6;1,9646901
08/12/2021;0,73;0,29902202;2,1329672;6;2,1538253
09/12/2021;1;0,32517648;2,4582467;6;2,4796605
10/12/2021;2,99;0,088487692;2,3776324;6;2,3792784
11/12/2021;4,09;-0,046767086;2,3724732;7;2,3729341
12/12/2021;4,97;-0,028330782;2,192728;7;2,1929111
13/12/2021;5,11;0,17021202;2,1584454;6;2,1651464
14/12/2021;2,72;0,21646723;1,9219699;6;1,9341216
15/12/2021;1,19;0,31095517;1,8437852;6;1,8698226
16/12/2021;3;0,4637619;1,8630239;6;1,9198784
17/12/2021;1,11;0,3304244;1,7697948;6;1,8003761
18/12/2021;45,41;0,20544253;1,5672269;6;1,5806348
19/12/2021;4,66;-0,019500932;1,5859917;7;1,5861117
20/12/2021;19,19;-0,22138688;2,0584466;7;2,0703175
21/12/2021;4,97;-0,37968937;2,2902579;7;2,3215179
22/12/2021;1,39;-0,16609225;2,5190175;7;2,5244873
23/12/2021;6,82;-0,29073364;2,3011637;7;2,3194568
24/12/2021;4,55;-0,47222683;2,0835347;7;2,136379
25/12/2021;8,56;-0,63439304;1,8649093;7;1,9698582
26/12/2021;9,8;-0,81972837;1,9869747;7;2,1494238
27/12/2021;9,38;-0,84749579;2,3643699;7;2,5116715
28/12/2021;3,81;-1,0431213;2,0121839;7;2,2664919
29/12/2021;23,54;-1,1942306;1,603296;7;1,9991862
30/12/2021;4,03;-1,0994705;1,4050304;7;1,7840812
31/12/2021;2,45;-1,2559807;1,4535776;7;1,9210349
01/01/2022;8,48;-1,1536623;1,5765845;7;1,9536006
02/01/2022;2,91;-1,0242931;1,5881422;7;1,8898075
03/01/2022;7,44;-0,65335083;1,8385135;7;1,9511533
04/01/2022;10,81;-0,13759802;1,7434199;7;1,7488414
05/01/2022;2,91;-0,16407824;1,7328492;7;1,7406
06/01/2022;1;-0,37719655;1,7122563;7;1,7533108
07/01/2022;1,42;-0,8820141;1,6749841;7;1,893019
08/01/2022;2,26;-1,1257101;1,4554935;7;1,8400229
09/01/2022;10,49;-1,1329453;1,2427313;7;1,6816498
10/01/2022;21,41;-1,4657401;1,2066975;8;1,8985555
11/01/2022;8,68;-1,6606553;1,4002609;8;2,1722124
12/01/2022;5,71;-1,5553716;1,116419;8;1,9145684
13/01/2022;5,6;-1,1725992;0,97377932;8;1,5242162
14/01/2022;19,91;-0,78547597;0,84245205;7;1,1518238
15/01/2022;14,54;-0,48447961;0,60907197;7;0,77826035
16/01/2022;3,01;-0,41095039;0,26185682;8;0,48728761
17/01/2022;21,23;-0,18117188;0,18496838;7;0,25891417
18/01/2022;12,56;0,13853931;0,2913835;6;0,32264143
19/01/2022;10,32;0,39154938;0,27074218;5;0,47603807
20/01/2022;8,64;0,45376006;0,52019048;6;0,69028711
21/01/2022;0,82;0,12169441;0,71570116;6;0,72597361
22/01/2022;1,1;-0,063726455;0,85084689;7;0,85323
23/01/2022;0,28;-0,041779343;1,0611922;7;1,0620142
24/01/2022;0,47;-0,24938582;0,84606177;7;0,88205087
25/01/2022;34,18;-0,49738228;0,5849821;7;0,76784968
26/01/2022;25,95;-0,44330013;0,50854653;7;0,6746366
27/01/2022;17,75;-0,1893349;0,33368534;7;0,3836582
28/01/2022;4,54;-0,18114051;0,46657065;7;0,50049978
29/01/2022;6,3;0,12478044;0,4821071;6;0,49799338
30/01/2022;0,72;0,54860419;0,35571238;5;0,65383321
31/01/2022;1,04;0,61785024;0,19990543;5;0,64938515
01/02/2022;9,71;0,57773161;-0,18820953;4;0,60761553
02/02/2022;1,03;0,4282912;-0,55397898;3;0,70023286
03/02/2022;4,2;0,4850114;-0,74718428;3;0,89079762
04/02/2022;9,16;0,44389579;-0,8083418;3;0,92220384
05/02/2022;3,31;0,3286306;-0,90040779;3;0,95850521
06/02/2022;11,93;0,27204663;-1,3798586;3;1,4064207
07/02/2022;7,8;0,022003727;-1,2468208;3;1,2470149
08/02/2022;5,69;-0,028929589;-1,1557903;2;1,1561524
09/02/2022;7,42;-0,003413074;-1,2488292;2;1,2488339
10/02/2022;6,45;-0,04839024;-1,2903937;2;1,2913008
11/02/2022;6,21;0,090287156;-1,3324509;3;1,3355063
12/02/2022;41,45;0,23396896;-1,3599777;3;1,3799568
13/02/2022;6,24;0,23774429;-1,5191975;3;1,5376877
14/02/2022;8,36;0,30056116;-1,4628781;3;1,4934354
15/02/2022;1,36;0,55621159;-1,446551;3;1,5498003
16/02/2022;0,47;0,85223854;-1,6533265;3;1,8600535
17/02/2022;0,39;0,79238069;-1,7961985;3;1,9632107
18/02/2022;5,31;0,4944531;-1,8820344;3;1,9459027
19/02/2022;0,46;0,66965073;-1,6167964;3;1,7499894
20/02/2022;18,2;0,96938437;-1,3287951;3;1,6448108
21/02/2022;6,34;1,4082308;-1,1136404;4;1,7953576
22/02/2022;9,82;1,1670624;-1,1769577;3;1,6574873
23/02/2022;3,05;0,85827214;-0,89944363;3;1,2432337
24/02/2022;8,79;0,89794761;-0,73658603;4;1,1614082
25/02/2022;4,25;0,82604396;-0,64748639;4;1,0495653
26/02/2022;6,35;0,70752794;-0,48744154;4;0,85918278
27/02/2022;2,84;0,79847133;-0,32215661;4;0,8610118
28/02/2022;1,37;0,65621811;-0,28098443;4;0,71384484
01/03/2022;13,33;0,60249311;-0,12812844;4;0,61596662
02/03/2022;19;0,45028758;-0,080907285;4;0,45749852
03/03/2022;9,41;0,26190743;-0,042535152;4;0,2653389
04/03/2022;1,06;0,19573303;-0,12736434;4;0,23352322
05/03/2022;13,67;0,34192193;-0,13392425;4;0,36721426
06/03/2022;4,33;0,13984983;-0,14614548;3;0,20227821
07/03/2022;1,29;0,00982991;-0,21115573;3;0,2113844
08/03/2022;1,49;-0,23657608;-0,42420828;2;0,48571691
09/03/2022;3,53;-0,49910423;-0,49824071;1;0,70522964
10/03/2022;3,07;-0,83333892;-0,65560943;1;1,0603195
11/03/2022;2;-1,0671026;-0,86892372;1;1,3761309
12/03/2022;4,08;-1,0472786;-1,1963209;2;1,5899611
13/03/2022;0,29;-1,0198332;-1,4254693;2;1,7527186
14/03/2022;1,52;-0,49390128;-1,5663418;2;1,6423657
15/03/2022;0,45;-0,18235634;-1,9383973;2;1,946956
16/03/2022;0,52;0,009800171;-2,1130319;3;2,1130545
17/03/2022;3,02;0,1969744;-1,8618275;3;1,872218
18/03/2022;1,39;0,52542704;-1,9310375;3;2,0012445
19/03/2022;34,41;1,0761366;-2,0504522;3;2,315691
20/03/2022;12,28;1,4091983;-2,0284171;3;2,4698818
21/03/2022;7,11;1,4383929;-1,3793314;4;1,9928695
22/03/2022;4,31;1,4469539;-0,90059882;4;1,7043339
23/03/2022;2,53;1,3504984;-0,79316109;4;1,5661898
24/03/2022;0,98;1,2757237;-0,68916094;4;1,4499702
25/03/2022;1,24;0,81816196;-0,47313288;4;0,94511575
26/03/2022;7,06;0,31081986;-0,13585387;4;0,33921272
27/03/2022;1,98;0,050723337;0,065701447;6;0,083003238
28/03/2022;3,8;-0,25806722;-0,14251959;1;0,29480591
29/03/2022;8,89;-0,31034234;-0,18659966;1;0,36212125
30/03/2022;0,18;-0,35498837;0,069458209;8;0,36171976
31/03/2022;15,36;-0,44764128;-0,007832993;1;0,44770983
01/04/2022;11,47;-0,30710024;-0,041033354;1;0,30982944
02/04/2022;1,88;-0,13932978;-0,1729722;2;0,22210845
03/04/2022;0,69;-0,21974848;-0,11939463;1;0,25008893
