Datetima;Curah Hujan;RMM1;RMM2;Phase;Amplitude
19/06/2018;1,01;-1,5696023;-0,30662534;1;1,5992718
20/06/2018;0,84;-1,4268539;-0,42809525;1;1,4896904
21/06/2018;14,59;-1,1175938;-0,52465308;1;1,234616
22/06/2018;0,22;-0,90570575;-0,71275884;1;1,1525311
23/06/2018;0,41;-0,85807192;-0,79898322;1;1,1724597
24/06/2018;0,21;-0,84531736;-0,92719024;2;1,2546885
25/06/2018;0,46;-0,89372927;-1,1121809;2;1,426779
26/06/2018;0,29;-1,0190529;-1,1915473;2;1,5678819
27/06/2018;0,37;-1,2045803;-1,1672759;1;1,677363
28/06/2018;0,9;-1,2909766;-1,1064218;1;1,7002324
29/06/2018;0,81;-1,1592147;-1,0538663;1;1,5666566
30/06/2018;0,16;-0,68330181;-0,8485527;2;1,0894692
01/07/2018;0,12;-0,37363681;-0,65852475;2;0,75713891
02/07/2018;0,34;-0,2585426;-0,46752971;2;0,53425491
03/07/2018;0,93;-0,22416453;-0,30116257;2;0,37543124
04/07/2018;0,19;-0,11933185;-0,052144844;1;0,1302274
05/07/2018;0,23;0,116817;0,3174096;6;0,3382234
06/07/2018;0,04;0,2615107;0,37889469;6;0,46037921
07/07/2018;0,22;0,62182409;0,14729409;5;0,63903111
08/07/2018;0,3;1,0722049;-0,10088408;4;1,0769405
09/07/2018;0,89;1,203851;-0,25575033;4;1,2307174
10/07/2018;0,14;1,33678;-0,23125836;4;1,3566359
11/07/2018;0,42;1,4674639;0,027506005;5;1,4677216
12/07/2018;0,3;1,509774;0,27404666;5;1,5344442
13/07/2018;0,07;1,6564521;0,62683266;5;1,771088
14/07/2018;0,02;1,8528197;0,98867857;5;2,1001015
15/07/2018;1,45;2,0150547;1,445595;5;2,4799578
16/07/2018;0,05;1,926083;1,6857586;5;2,5596049
17/07/2018;0,14;2,0473194;1,7765434;5;2,71065
18/07/2018;0,19;2,0248284;1,7474195;5;2,6745851
19/07/2018;0,09;1,6614412;1,8118862;6;2,4583163
20/07/2018;0,07;1,1777747;1,9337348;6;2,264174
21/07/2018;0,42;0,66320837;1,850364;6;1,9656277
22/07/2018;0,22;0,49767247;2,0015545;6;2,0624981
23/07/2018;0,01;0,38585776;2,0781689;6;2,1136868
24/07/2018;0;0,2564722;1,8740541;6;1,8915223
25/07/2018;0,03;0,240769;1,789006;6;1,805135
26/07/2018;0,09;0,3319287;1,3982744;6;1,4371319
27/07/2018;0,17;0,33843437;1,3289939;6;1,3714091
28/07/2018;0,11;0,26551932;1,1581541;6;1,188201
29/07/2018;0,02;0,20749927;0,86052519;6;0,885189
30/07/2018;0,02;0,12971084;0,74457353;6;0,75578743
31/07/2018;0,53;0,17812906;1,0681936;6;1,0829439
01/08/2018;0,41;0,060867161;1,3762906;6;1,3776358
02/08/2018;0,26;-0,045175407;1,7328078;7;1,7333965
03/08/2018;0,12;-0,20984204;1,5660566;7;1,5800529
04/08/2018;0,28;-0,026811719;1,1915506;7;1,1918522
05/08/2018;0,4;0,27326369;1,5388963;6;1,5629699
06/08/2018;0,2;0,23945819;1,7934958;6;1,8094108
07/08/2018;0,06;0,28407916;1,5550873;6;1,5808218
08/08/2018;0,04;0,30041558;1,4643815;6;1,4948788
09/08/2018;0,27;0,2291864;1,7278634;6;1,7429969
10/08/2018;1;0,22052382;2,1282742;6;2,1396687
11/08/2018;50,43;0,18185037;2,3890896;6;2,3960006
12/08/2018;0;0,1524142;2,2897184;6;2,2947855
13/08/2018;0,09;0,24262773;2,0133824;6;2,0279491
14/08/2018;0,05;0,08346992;1,5624855;6;1,5647134
15/08/2018;0,25;0,031409089;1,1435364;6;1,1439677
16/08/2018;0,82;0,29761893;0,93769896;6;0,98379689
17/08/2018;0,25;0,62221694;0,66186327;6;0,90841448
18/08/2018;0,32;0,60384762;0,38022518;5;0,71358472
19/08/2018;0,03;0,60643327;0,0848758;5;0,61234403
20/08/2018;0,07;0,61691821;0,087703735;5;0,6231212
21/08/2018;0,08;0,5982033;0,039672423;5;0,59951735
22/08/2018;0,03;0,48648143;-0,13937791;4;0,50605375
23/08/2018;0,04;0,60304314;-0,21603021;4;0,6405701
24/08/2018;0;0,59031081;-0,12434397;4;0,60326469
25/08/2018;0,01;0,76352257;-0,20012815;4;0,78931487
26/08/2018;0,01;0,72217488;-0,28624895;4;0,77683657
27/08/2018;0,12;0,45347542;-0,25745249;4;0,52146119
28/08/2018;0,2;0,30403349;-0,008019559;4;0,30413923
29/08/2018;0,23;0,25403857;0,20728198;5;0,32787409
30/08/2018;0,33;0,47800374;0,41210786;5;0,63112634
31/08/2018;0,31;0,58642554;0,53296685;5;0,79243207
01/09/2018;4,63;0,38793743;0,68312532;6;0,78559256
02/09/2018;0,14;0,21273251;0,60558844;6;0,64186639
03/09/2018;0,21;-0,16879307;0,26355338;7;0,31297201
04/09/2018;0,48;-0,90286279;0,38360241;8;0,98097503
05/09/2018;0,07;-1,2093281;0,68874586;8;1,3917059
06/09/2018;6,17;-1,1049639;0,45236021;8;1,1939745
07/09/2018;0,1;-1,0427727;0,54434091;8;1,1763
08/09/2018;0,01;-0,98723388;0,3713097;8;1,0547519
09/09/2018;0,01;-1,3304496;0,20562294;8;1,3462454
10/09/2018;0,14;-1,3819174;0,38001037;8;1,4332144
11/09/2018;0,03;-1,2911477;0,20509136;8;1,307335
12/09/2018;0,04;-0,92355371;0,12573542;8;0,93207341
13/09/2018;0,04;-0,63897735;-0,14092569;1;0,65433335
14/09/2018;0,61;-0,2754952;-0,30738455;2;0,41277459
15/09/2018;0,1;0,20111895;-0,39363706;3;0,44203955
16/09/2018;0,03;0,3554962;-0,43236887;3;0,55975032
17/09/2018;0,04;0,43941048;-0,53268236;3;0,6905303
18/09/2018;1,07;0,36443409;-0,2450781;4;0,4391759
19/09/2018;0,12;0,36602771;0,058007259;5;0,37059563
20/09/2018;0,02;0,089603134;0,13554688;6;0,16248593
21/09/2018;0,02;-0,45247376;0,41761652;8;0,61574024
22/09/2018;0,07;-0,96632719;0,66845071;8;1,1749955
23/09/2018;0,3;-1,2728779;0,87749273;8;1,546031
24/09/2018;0,04;-1,4271654;0,90176994;8;1,6881914
25/09/2018;0;-1,5233027;0,88906687;8;1,7637718
26/09/2018;0;-1,525318;0,77341914;8;1,7101966
27/09/2018;0,02;-1,5666386;0,72509593;8;1,7263026
28/09/2018;0,02;-1,6934955;0,48174533;8;1,7606833
29/09/2018;0,02;-1,8730412;0,45443794;8;1,9273809
30/09/2018;0,35;-2,0255082;0,22743028;8;2,0382364
01/10/2018;0,05;-2,0964348;0,094981581;8;2,0985854
02/10/2018;0,02;-2,1765246;-0,091972619;1;2,178467
03/10/2018;0,17;-2,1745584;-0,27498481;1;2,1918762
04/10/2018;0,07;-1,8863103;-0,49947488;1;1,951318
05/10/2018;0,1;-1,8667109;-0,65344298;1;1,9777758
06/10/2018;0,1;-1,8114079;-0,87778521;1;2,0128849
07/10/2018;0,01;-2,0163126;-0,9996627;1;2,2505205
08/10/2018;0,03;-1,7548569;-1,3306212;1;2,2022886
09/10/2018;0,03;-1,579702;-1,5143051;1;2,188282
10/10/2018;0,03;-1,4072213;-1,6921914;2;2,2008598
11/10/2018;0,04;-1,2256738;-1,8467965;2;2,2165139
12/10/2018;0,06;-0,95807779;-1,8842866;2;2,1138706
13/10/2018;0,16;-0,52544028;-1,6920618;2;1,7717676
14/10/2018;0,29;-0,37552556;-1,4825215;2;1,5293428
15/10/2018;0,26;-0,34067303;-1,0924909;2;1,1443752
16/10/2018;0,15;-0,081964396;-1,019286;2;1,0225762
17/10/2018;0,05;0,154828;-0,58378124;3;0,60396379
18/10/2018;0,09;0,035914756;-0,27843636;3;0,28074306
19/10/2018;0,09;-0,32103792;0,012186749;8;0,32126915
20/10/2018;0,13;-0,38954294;0,22262119;8;0,44866902
21/10/2018;0,52;-0,50372261;0,10680985;8;0,51492214
22/10/2018;0,48;-0,22937454;0,13282798;8;0,2650584
23/10/2018;0,04;-0,24522078;0,13159505;8;0,27829927
24/10/2018;0,06;-0,29395258;0,49962375;7;0,57968271
25/10/2018;0,03;-0,28717491;0,73531258;7;0,78940105
26/10/2018;0,02;-0,55773324;0,90133184;7;1,0599365
27/10/2018;0,18;-0,65824318;1,0504886;7;1,2396815
28/10/2018;0,07;-0,82033986;0,95607871;7;1,2597793
29/10/2018;0,05;-0,87622982;0,74851012;8;1,1524088
30/10/2018;0,03;-1,1125852;0,31381091;8;1,1559944
31/10/2018;0,09;-1,528079;-0,16657801;1;1,5371317
01/11/2018;0,49;-1,5263304;-1,0012102;1;1,8254057
02/11/2018;0,44;-1,6773471;-1,3992559;1;2,1843557
03/11/2018;2,33;-1,1696693;-1,3646832;2;1,7973554
04/11/2018;17,88;-0,88283938;-1,5775219;2;1,8077557
05/11/2018;1,1;-0,46336374;-1,6192052;2;1,6842006
06/11/2018;2,95;-0,08998318;-1,768801;2;1,7710884
07/11/2018;25,88;0,24257326;-1,5136205;3;1,5329347
08/11/2018;6,86;0,72394544;-1,448415;3;1,6192601
09/11/2018;31,29;1,0239681;-1,3112015;3;1,6636585
10/11/2018;0,16;1,3413841;-1,0306154;4;1,6915908
11/11/2018;10,62;1,5221896;-0,58632541;4;1,6312077
12/11/2018;9,85;1,5142864;-0,26206818;4;1,5367965
13/11/2018;0,37;1,4160939;0,029276669;5;1,4163965
14/11/2018;2,28;1,2979561;0,22888462;5;1,3179827
15/11/2018;0,37;0,86489558;0,46167591;5;0,98040247
16/11/2018;0,2;0,65911651;0,56210989;5;0,86625755
17/11/2018;0,31;0,78662044;0,43415639;5;0,89847845
18/11/2018;4,83;1,0525478;0,34718168;5;1,1083285
19/11/2018;2,48;0,80987;0,3744089;5;0,89222836
20/11/2018;0,43;0,64798874;0,34430951;5;0,73378366
21/11/2018;1,11;0,60565376;0,56166339;5;0,82600373
22/11/2018;2,38;0,47789055;0,89285815;6;1,0127068
23/11/2018;2,94;0,30775508;1,2013811;6;1,2401732
24/11/2018;1,01;-0,021114294;1,2041248;7;1,2043099
25/11/2018;7,52;-0,29462674;1,2977545;7;1,3307786
26/11/2018;12,4;-0,70700747;1,1496282;7;1,3496312
27/11/2018;7,6;-0,9033531;1,0695852;7;1,4000212
28/11/2018;3,32;-0,91046149;0,85819972;8;1,2511781
29/11/2018;18,85;-1,145993;0,48378015;8;1,2439225
30/11/2018;3,69;-1,3057458;0,21651004;8;1,3235742
01/12/2018;17,02;-1,3890996;0,066087365;8;1,3906708
02/12/2018;8,84;-1,5043652;-0,55643201;1;1,6039736
03/12/2018;17,65;-1,5047063;-1,0957274;1;1,8613864
04/12/2018;0,57;-1,361128;-1,6639876;2;2,1497731
05/12/2018;10,51;-0,78105044;-1,9381745;2;2,0896316
06/12/2018;7,19;-0,36081445;-2,0978637;2;2,1286659
07/12/2018;7,26;-0,18373753;-2,034014;2;2,0422959
08/12/2018;0,8;-0,056097314;-1,7548391;2;1,7557355
09/12/2018;0,59;0,18531445;-1,6492838;3;1,6596621
10/12/2018;0,61;0,72335273;-1,8196486;3;1,9581523
11/12/2018;2,51;1,2686795;-1,7311307;3;2,1462436
12/12/2018;4;1,4018811;-1,7504359;3;2,2426095
13/12/2018;3,59;1,6008148;-1,9072624;3;2,4900317
14/12/2018;1,19;1,6669238;-1,5764091;4;2,2942755
15/12/2018;19,19;1,8647531;-0,97853082;4;2,1059029
16/12/2018;0,13;2,1440749;-0,35917145;4;2,1739507
17/12/2018;0,38;1,9290732;-0,26148817;4;1,9467151
18/12/2018;4,29;1,9159143;-0,1364387;4;1,9207662
19/12/2018;0,37;1,9939355;-0,035891581;4;1,9942584
20/12/2018;0,64;2,0809641;0,24130119;5;2,0949075
21/12/2018;10,84;2,4510977;0,31663942;5;2,4714653
22/12/2018;1,65;2,7826846;0,26332051;5;2,7951157
23/12/2018;8,48;2,6378527;0,38319016;5;2,6655397
24/12/2018;5,96;2,6879025;0,44300672;5;2,724165
25/12/2018;0,61;2,9967256;0,65140158;5;3,0667064
26/12/2018;1,2;2,9921722;0,90534353;5;3,1261384
27/12/2018;6,93;2,9150283;0,99195206;5;3,0791814
28/12/2018;18,79;2,6207955;0,97872722;5;2,7975841
29/12/2018;6,06;2,297962;1,0307127;5;2,5185308
30/12/2018;2,67;2,0543673;1,2822226;5;2,4216771
31/12/2018;8,13;1,9243855;1,6524482;5;2,5365024
01/01/2019;32,77;1,9583611;1,8801023;5;2,7147675
02/01/2019;8,49;1,1662581;1,7401143;6;2,0947926
03/01/2019;20,59;0,41717246;1,7975787;6;1,8453515
04/01/2019;1,56;-0,52186757;1,8970773;7;1,9675488
05/01/2019;1,23;-1,5975828;1,9418716;7;2,5145848
06/01/2019;4,35;-2,095988;1,5675036;8;2,617295
07/01/2019;2,04;-2,2463834;1,0126199;8;2,4640691
08/01/2019;0,17;-2,2676351;0,75162697;8;2,3889563
09/01/2019;0,47;-2,0221436;0,46032551;8;2,0738766
10/01/2019;1,2;-1,5972606;0,18187468;8;1,607582
11/01/2019;3,03;-0,9985407;0,11373957;8;1,0049976
12/01/2019;1,79;-0,7743085;0,11900159;8;0,7833997
13/01/2019;11,56;-0,4665516;-0,24095966;1;0,52510184
14/01/2019;9,77;0,14543235;-0,36007085;3;0,38833183
15/01/2019;34,91;0,57743526;-0,66311789;3;0,87929338
16/01/2019;14;0,75915498;-0,67929626;4;1,0187049
17/01/2019;55,72;0,99462867;-0,59490561;4;1,1589646
18/01/2019;9,59;1,1204866;-0,7354095;4;1,3402677
19/01/2019;0,48;1,3041248;-0,4235979;4;1,3711953
20/01/2019;22,82;1,6024454;-0,33468747;4;1,6370238
21/01/2019;24,58;1,7848642;0,23540103;5;1,8003205
22/01/2019;50,96;1,9324179;0,79974574;5;2,0913708
23/01/2019;4,09;1,8785466;1,2848923;5;2,2759364
24/01/2019;10,43;1,4838839;1,4031029;5;2,042207
25/01/2019;2,26;1,1249117;1,6733861;6;2,016345
26/01/2019;12,42;0,75717628;1,9535762;6;2,0951791
27/01/2019;13,08;0,6325143;2,0410392;6;2,1368003
28/01/2019;7,91;0,5812453;2,1032584;6;2,1820958
29/01/2019;1,03;0,54904699;1,7091042;6;1,7951294
30/01/2019;6,91;0,19551972;1,6724064;6;1,6837966
31/01/2019;0,76;-0,28932768;1,9311167;7;1,9526706
01/02/2019;5,94;-0,40538388;1,7362468;7;1,782944
02/02/2019;7,2;-0,21046911;1,5120668;7;1,5266445
03/02/2019;1,25;-0,18690717;1,6257458;7;1,6364546
04/02/2019;10,36;-0,13668962;1,4820392;7;1,4883294
05/02/2019;12,77;0,17495328;1,4880798;6;1,4983292
06/02/2019;11,9;0,37779379;1,4954093;6;1,5423932
07/02/2019;3,81;0,3628937;1,4628741;6;1,5072135
08/02/2019;3,12;0,44199008;1,3139213;6;1,3862699
09/02/2019;5,32;0,18139163;1,2484026;6;1,2615118
10/02/2019;0,61;-0,21472664;1,3100152;7;1,3274966
11/02/2019;67,68;-0,82621199;1,3751918;7;1,6043
12/02/2019;35,98;-1,19582;1,3616556;7;1,8122063
13/02/2019;7,09;-1,3668736;1,3302119;8;1,9073036
14/02/2019;1,69;-1,0635134;1,1502836;7;1,5665928
15/02/2019;1,59;-0,98974884;0,48493248;8;1,1021625
16/02/2019;0,34;-1,2690167;0,51203066;8;1,368422
17/02/2019;2,8;-1,4775602;0,73637033;8;1,6508863
18/02/2019;14,98;-1,5482274;0,59100401;8;1,6571946
19/02/2019;0,63;-1,8999178;0,47100192;8;1,9574295
20/02/2019;2,38;-2,1780326;0,45961452;8;2,2259991
21/02/2019;1,25;-2,1198573;0,32881841;8;2,1452076
22/02/2019;1,49;-2,2183921;0,2523059;8;2,2326939
23/02/2019;2,98;-2,1759374;0,061128035;8;2,1767957
24/02/2019;0,36;-2,148016;-0,29832733;1;2,1686337
25/02/2019;0,19;-2,1785209;-0,46102998;1;2,2267694
26/02/2019;0,29;-1,910642;-0,87718838;1;2,1023827
27/02/2019;1,33;-1,4083643;-1,3681078;1;1,9634686
28/02/2019;15,42;-1,0193886;-1,8813767;2;2,139797
01/03/2019;0,07;-0,64505917;-2,2487738;2;2,3394625
02/03/2019;1,2;-0,32059526;-2,2911897;2;2,3135107
03/03/2019;8,56;0,4275696;-2,2383087;3;2,2787807
04/03/2019;16,6;0,91465342;-2,2205932;3;2,401588
05/03/2019;3,48;1,347535;-2,0595515;3;2,4612198
06/03/2019;17,58;1,8749745;-1,7158056;4;2,5415583
07/03/2019;21,67;2,0682576;-1,4995297;4;2,5546582
08/03/2019;1,88;2,0833361;-1,2852055;4;2,447865
09/03/2019;0,35;1,7268888;-0,98907465;4;1,9900788
10/03/2019;2,18;1,5155461;-0,8306787;4;1,7282671
11/03/2019;4,47;1,256608;-0,72928804;4;1,4529022
12/03/2019;13,2;0,99613911;-0,69763565;4;1,2161368
13/03/2019;20,69;0,83417112;-0,59289336;4;1,0234081
14/03/2019;2,95;0,41825971;-0,63429958;3;0,75978756
15/03/2019;6,01;0,17431189;-0,59849173;3;0,62335944
16/03/2019;11,25;0,057342626;-0,56679052;3;0,56968385
17/03/2019;4,01;0,12647152;-0,38609144;3;0,40627778
18/03/2019;6,58;0,071612679;-0,33897135;3;0,3464534
19/03/2019;7,37;0,091082312;-0,37453038;3;0,38544649
20/03/2019;2,1;0,092262328;-0,080398142;4;0,12237728
21/03/2019;17,44;0,20838548;0,12876584;5;0,24495949
22/03/2019;46,08;0,33058548;0,4017089;6;0,52024686
23/03/2019;12,04;0,45486087;0,56798166;6;0,72766858
24/03/2019;25,04;0,25389233;0,3769955;6;0,45451835
25/03/2019;20,84;0,069808707;0,27946657;6;0,28805348
26/03/2019;10,48;0,11245073;0,22122608;6;0,24816556
27/03/2019;4,31;0,25630033;0,040218115;5;0,25943661
28/03/2019;0,45;0,50213432;0,004556491;5;0,50215501
29/03/2019;0,86;0,54534209;0,020492952;5;0,54572701
30/03/2019;1,21;0,46654728;-0,11290111;4;0,48001355
31/03/2019;0,51;0,31716207;0,045672935;5;0,32043377
01/04/2019;2,86;0,05256642;0,28824842;6;0,29300237
02/04/2019;1,39;-0,10032403;0,22933732;7;0,25032085
03/04/2019;1,75;-0,23291476;0,13717967;8;0,2703101
04/04/2019;4,07;-0,30852836;0,11339469;8;0,32870671
05/04/2019;15,81;-0,32652497;0,063654348;8;0,33267167
06/04/2019;5,57;-0,30726349;0,21947278;8;0,37759656
07/04/2019;0,05;-0,13586776;0,077122361;8;0,1562303
08/04/2019;0,56;-0,12697378;0,000496754;8;0,12697475
09/04/2019;2,61;-0,3051208;-0,19631928;1;0,3628222
10/04/2019;4,98;-0,16002782;-0,21669264;2;0,26937819
11/04/2019;6,17;-0,10761258;-0,27381408;2;0,29420167
12/04/2019;14,01;-0,12894626;-0,23706844;2;0,26986772
13/04/2019;1,51;-0,37754473;-0,27459097;1;0,46684068
14/04/2019;4,22;-0,46278629;-0,39121804;1;0,60598904
15/04/2019;0,25;-0,44409543;-0,58198196;2;0,73206818
16/04/2019;3,05;-0,42028594;-0,73829621;2;0,84954196
17/04/2019;0,11;-0,34172827;-0,8730166;2;0,93751597
18/04/2019;0,04;-0,35796592;-1,0225496;2;1,0833962
19/04/2019;3,65;-0,40565521;-0,96037912;2;1,0425375
20/04/2019;0,03;-0,25576481;-1,1228714;2;1,1516318
21/04/2019;0,57;-0,40855128;-1,4179327;2;1,4756176
22/04/2019;0,36;-0,54800665;-2,1735208;2;2,2415404
23/04/2019;0,21;-0,39345929;-2,5623908;2;2,592423
24/04/2019;0,38;0,1013431;-2,5670171;3;2,5690167
25/04/2019;0,7;0,64775348;-2,4158554;3;2,501188
26/04/2019;1,22;1,096698;-2,101145;3;2,3701386
27/04/2019;2,04;1,4138603;-1,8437055;3;2,3234136
28/04/2019;4,14;1,5909885;-1,4561766;4;2,1567788
29/04/2019;7,57;1,5250781;-0,97451669;4;1,8098469
30/04/2019;34,27;1,8022357;-0,43400151;4;1,8537558
01/05/2019;4,94;1,8598329;0,13010213;5;1,8643779
02/05/2019;1,09;1,5961194;0,38595605;5;1,6421204
03/05/2019;0,55;1,1911453;0,74023604;5;1,4024181
04/05/2019;7,04;0,79396451;0,96460187;6;1,2493343
05/05/2019;0,14;0,38841933;1,2515244;6;1,3104132
06/05/2019;0,2;-0,1294513;1,5201659;7;1,5256678
07/05/2019;0,01;-0,13652205;1,5528141;7;1,558804
08/05/2019;0,04;-0,039561722;1,5271856;7;1,5276979
09/05/2019;0,11;-0,07057365;1,7579337;7;1,7593498
10/05/2019;0,04;-0,28882763;1,8265384;7;1,8492334
11/05/2019;0,05;-0,68679541;1,8122936;7;1,9380651
12/05/2019;0,26;-1,0640354;1,637743;7;1,9530421
13/05/2019;0,11;-1,4419619;1,3588039;8;1,9813132
14/05/2019;0,12;-1,6206772;0,73737931;8;1,7805401
15/05/2019;0,12;-1,6528311;0,47664443;8;1,7201862
16/05/2019;0,09;-1,536683;0,55801392;8;1,6348621
17/05/2019;0,04;-1,4780307;0,64832109;8;1,6139687
18/05/2019;0,07;-1,5305259;0,67380601;8;1,6722811
19/05/2019;0,17;-1,6168444;0,63335454;8;1,7364688
20/05/2019;0,18;-1,665875;0,55796432;8;1,7568333
21/05/2019;0,41;-1,5242913;0,49980119;8;1,6041399
22/05/2019;0,08;-1,6689177;0,37988934;8;1,7116081
23/05/2019;0,1;-1,8252472;0,26513922;8;1,844404
24/05/2019;0,02;-2,011127;0,20659602;8;2,0217106
25/05/2019;0,27;-2,0510795;0,05798332;8;2,051899
26/05/2019;0,91;-2,1263011;-0,14817409;1;2,1314576
27/05/2019;0,07;-2,113781;-0,74560094;1;2,241426
28/05/2019;0,4;-1,847827;-1,3447068;1;2,2853229
29/05/2019;0,15;-1,7377561;-1,8061069;2;2,5063555
30/05/2019;0,13;-1,5230646;-2,2292805;2;2,699892
31/05/2019;0,26;-1,2424703;-2,6363573;2;2,9144659
01/06/2019;0,27;-0,6297214;-2,8039255;2;2,8737688
02/06/2019;0,57;-0,28722271;-2,4788706;2;2,4954553
03/06/2019;0,81;0,09386684;-2,167448;3;2,1694796
04/06/2019;0,51;0,56950724;-1,8289101;3;1,9155289
05/06/2019;0,25;0,81692713;-1,6034164;3;1,7995317
06/06/2019;0,04;0,50721747;-1,6196759;3;1,6972388
07/06/2019;0,43;0,26013771;-1,3828654;3;1,4071206
08/06/2019;0,47;0,15855806;-1,190134;3;1,2006497
09/06/2019;1,51;0,36791924;-0,8867358;3;0,96003383
10/06/2019;0,12;0,43450332;-0,88641036;3;0,987176
11/06/2019;0,15;0,54918605;-0,72079545;3;0,906174
12/06/2019;2,16;0,75873137;-0,63956016;4;0,99232578
13/06/2019;1,83;0,96213543;-0,74900997;4;1,2193115
14/06/2019;0,58;1,2803613;-0,63995153;4;1,4313849
15/06/2019;0,13;1,7430336;-0,28388619;4;1,7660005
16/06/2019;0,11;2,1929636;0,040627856;5;2,1933398
17/06/2019;0,08;1,8744886;-0,019137878;4;1,8745862
18/06/2019;0,32;1,3708688;0,20371456;5;1,3859224
19/06/2019;0,03;0,89917046;0,34487206;5;0,96303904
20/06/2019;0,01;0,67608792;0,51001972;5;0,84688544
21/06/2019;0,02;0,43293074;0,61132663;6;0,74909902
22/06/2019;0,01;0,39557347;0,83588111;6;0,92475706
23/06/2019;0,04;0,26244989;0,68891656;6;0,73721504
24/06/2019;0,05;-0,083635874;0,5128324;7;0,51960754
25/06/2019;0,05;-0,095783852;0,60287714;7;0,6104387
26/06/2019;0,02;-0,040399939;0,90922117;7;0,91011828
27/06/2019;0,06;0,02199926;1,0843143;6;1,0845375
28/06/2019;0,03;-0,030389911;0,93924123;7;0,93973273
29/06/2019;0,01;-0,16101451;0,76713586;7;0,78385144
30/06/2019;0,08;-0,19537851;0,777219;7;0,80140013
01/07/2019;0,17;-0,21543929;0,59963506;7;0,63716269
02/07/2019;0,62;-0,19925413;0,23862028;7;0,3108727
03/07/2019;0,41;-0,74572831;-0,006129135;1;0,74575353
04/07/2019;0,02;-1,0502442;-0,1658093;1;1,0632524
05/07/2019;0,01;-1,2480165;-0,26788712;1;1,2764437
06/07/2019;0;-1,5181421;-0,53711122;1;1,6103551
07/07/2019;0;-1,7880536;-0,42637178;1;1,8381863
08/07/2019;0,07;-1,4792826;-0,28307351;1;1,5061233
09/07/2019;0,16;-1,1187273;-0,43910521;1;1,201817
10/07/2019;0,05;-0,82641029;-0,55786127;1;0,99707729
11/07/2019;0,07;-0,75348455;-0,74088156;1;1,0567139
12/07/2019;0,02;-0,78948945;-0,56030273;1;0,96810782
13/07/2019;0,04;-0,49880424;-0,45447028;1;0,67479545
14/07/2019;0,04;-0,17030713;-0,44796649;2;0,47924784
15/07/2019;0,1;-0,0853194;-0,32763666;2;0,33856341
16/07/2019;0,23;-0,14708117;-0,44537684;2;0,46903455
17/07/2019;0,07;-0,35923758;-0,44733608;2;0,57372576
18/07/2019;0,08;-0,51616579;-0,47383076;1;0,70067304
19/07/2019;0,2;-0,48595175;-0,62390417;2;0,79082584
20/07/2019;0,1;-0,83988935;-0,71470433;1;1,1028219
21/07/2019;0,04;-1,0175242;-0,87746572;1;1,3436152
22/07/2019;0,05;-0,79807985;-0,80222374;2;1,1315893
23/07/2019;0,01;-0,28343672;-0,68151116;2;0,73810154
24/07/2019;0,09;0,23774067;-0,33074209;3;0,40732169
25/07/2019;0,01;0,51828307;-0,25922346;4;0,57949471
26/07/2019;0,02;0,78171331;-0,36176494;4;0,86136496
27/07/2019;0,05;0,81447387;-0,44629088;4;0,92873204
28/07/2019;0,16;0,64739949;-0,37918717;4;0,75027263
29/07/2019;0,07;0,58167821;-0,38255382;4;0,6962018
30/07/2019;0,07;0,59413171;-0,20238151;4;0,62765497
31/07/2019;0,12;0,67405224;-0,087150648;4;0,67966288
01/08/2019;0,07;0,74760091;0,13800615;5;0,76023209
02/08/2019;0,05;0,74910283;0,026149124;5;0,7495591
03/08/2019;0,01;0,67354399;0,021156473;5;0,67387617
04/08/2019;0,02;0,79632688;-0,020437451;4;0,79658914
05/08/2019;0,06;0,96056825;-0,24290191;4;0,99080408
06/08/2019;0,05;1,0251797;-0,65559858;4;1,2168825
07/08/2019;0,13;1,280618;-0,79031831;4;1,504854
08/08/2019;0,08;1,4467798;-0,80845606;4;1,6573391
09/08/2019;0,02;1,6992762;-0,72377783;4;1,8469959
10/08/2019;0,03;1,8000921;-0,52965385;4;1,8763968
11/08/2019;0,04;1,5583699;-0,034615275;4;1,5587543
12/08/2019;0,27;0,95671725;0,32033813;5;1,0089225
13/08/2019;0,25;0,35440436;0,31245363;5;0,47247192
14/08/2019;0,03;-0,15122221;0,26301289;7;0,30338743
15/08/2019;0,01;-0,11025655;0,37840265;7;0,3941384
16/08/2019;0,09;-0,11636087;0,3393636;7;0,35875827
17/08/2019;0,06;-0,46910131;0,087807387;8;0,47724855
18/08/2019;0,03;-0,83213466;-0,05508199;1;0,83395571
19/08/2019;0,07;-0,87334663;-0,12920773;1;0,88285279
20/08/2019;0,03;-0,7082659;-0,32441646;1;0,77902931
21/08/2019;0,1;-0,32005304;-0,62052733;2;0,6982035
22/08/2019;0,15;0,002404098;-0,74435192;3;0,7443558
23/08/2019;0,09;0,22628416;-0,87245113;3;0,90131873
24/08/2019;0,13;0,31245735;-0,96436763;3;1,0137231
25/08/2019;0,02;0,86103666;-0,62075227;4;1,0614696
26/08/2019;0,01;1,1570234;-0,37210807;4;1,2153879
27/08/2019;0,1;1,0915583;-0,19711296;4;1,1092129
28/08/2019;0,02;0,77364641;-0,26103747;4;0,81649822
29/08/2019;0,22;0,9846223;-0,17377934;4;0,99984014
30/08/2019;0,03;0,98919815;-0,26381475;4;1,0237731
31/08/2019;0;0,80091339;-0,29584903;4;0,85380846
01/09/2019;0;0,77056301;0,01701835;5;0,77075088
